ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion,corrida
46694,Winning Chess Strategies,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,21
2630,My Blood Approves,160.0,Fantasia,Romance,2000-3000,Ingles,mas de 500,Antes del 2000,22
37871,Uncle Piper of Pipers Hill,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,22
2795,Ethereal Fury,160.0,Romance,Ciencia Ficcion,mas de 3000,Ingles,300-500,Antes del 2000,23
29746,A Fool Among Fools,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,23
30967,ヨコハマ買い出し紀行 1 Yokohama Kaidashi Kikou 1,320.0,Fantasia,Ciencia Ficcion,0-1000,Japones,mas de 500,Antes del 2012 ,24
21297,Cross of Iron,-440.0,Guerra,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,24
33017,The Exile: An Outlander Graphic Novel,160.0,Fantasia,Romance,mas de 3000,Ingles,300-500,Antes del 2000,25
32656,The Roman Revolution,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,25
18855,Saving Rain,160.0,Drama,Romance,mas de 3000,Otro,300-500,Antes del 2000,26
36802,Wicked Meets Bad Boy (Lipstick Diaries Book 2),-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,26
18855,Saving Rain,160.0,Drama,Romance,mas de 3000,Otro,300-500,Antes del 2000,27
35943,The Way of the Shepherd: Seven Secrets to Managing Productive People,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,27
18855,Saving Rain,160.0,Drama,Romance,mas de 3000,Otro,300-500,Antes del 2000,28
24042,Zigzag Street,-440.0,Comedia,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,28
11730,Naked Heat,360.0,Romance,Suspenso,2000-3000,Ingles,300-500,Antes del 2000,29
19217,Success Isnt for Everyone: How to build a Successful Foundation for your life.,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,29
35086,世界一初恋 ～小野寺律の場合5～プレミアムアニメDVD付き限定版,520.0,Romance,Comedia,0-1000,Japones,100-300,Antes del 2012 ,30
39864,Μυθιστόρημα,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,30
35086,世界一初恋 ～小野寺律の場合5～プレミアムアニメDVD付き限定版,520.0,Romance,Comedia,0-1000,Japones,100-300,Antes del 2012 ,31
39864,Μυθιστόρημα,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,31
33658,Teppū 1,400.0,Ninguno,Ninguno,0-1000,Japones,0-100,Antes del 2000,32
7508,The Music of Chance,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,32
36935,Drowning to Breathe,160.0,Romance,Ninguno,mas de 3000,Ingles,300-500,Antes del 2000,33
29306,"Thank You, Mr. Falker",-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,33
8657,Calico Captive,160.0,Romance,Aventura,2000-3000,Ingles,300-500,Antes del 2012 ,34
7508,The Music of Chance,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,34
32570,月刊少女野崎くん 4 Gekkan Shoujo Nozaki-kun 4,460.0,Romance,Comedia,0-1000,Japones,0-100,Antes del 2012 ,35
43088,Papéis avulsos,-440.0,Ninguno,Ninguno,0-1000,Portugues,0-100,Antes del 2012 ,35
11747,Watashitachi no Shiawase na Jikan,800.0,Drama,Romance,0-1000,Japones,300-500,Antes del 2000,36
4873,The Water is Wide,-440.0,Biopic,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,36
42917,Seventh Heaven,160.0,Fantasia,Romance,2000-3000,Ingles,mas de 500,Antes del 2000,37
48695,Color of Violence: The INCITE! Anthology,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,37
42917,Seventh Heaven,160.0,Fantasia,Romance,2000-3000,Ingles,mas de 500,Antes del 2000,38
15792,Collected Stories and Later Writings,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,38
21617,Siren,160.0,Romance,Misterio,mas de 3000,Ingles,300-500,Antes del 2000,39
48695,Color of Violence: The INCITE! Anthology,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,39
21617,Siren,160.0,Romance,Misterio,mas de 3000,Ingles,300-500,Antes del 2000,40
21815,شمس مؤقتة,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,40
7116,Nothing Can Come Between Us,160.0,Romance,Misterio,mas de 3000,Ingles,300-500,Antes del 2000,41
22824,On Truth and Lies in a Nonmoral Sense,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,41
31033,デート・ア・ライブ - 十香デッドエンド / Date A Live - Dead End Tohka,380.0,Fantasia,Ninguno,mas de 3000,Japones,mas de 500,Antes del 2012 ,42
29778,Comment (bien) rater ses vacances,-440.0,Comedia,Ninguno,0-1000,Frances,0-100,Antes del 2012 ,42
15662,Sun Kissed,160.0,Western,Romance,mas de 3000,Ingles,300-500,Antes del 2000,43
44555,Benden Sonra Mutluluk,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,43
21787,Five Point Someone / One Night at the Call Centre / 2 States (The Story of My Marriage) / The 3 Mistakes of My Life,300.0,Romance,Comedia,2000-3000,Otro,300-500,Antes del 2000,44
28801,عجايب الآثار في التراجم والأخبار :الجزء الخامس,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,44
43627,The Lighthouse Land,160.0,Fantasia,Romance,mas de 3000,Ingles,300-500,Antes del 2000,45
28801,عجايب الآثار في التراجم والأخبار :الجزء الخامس,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,45
18384,Threads: The Reincarnation of Anne Boleyn,300.0,Fantasia,Romance,2000-3000,Ingles,300-500,Antes del 2000,46
9136,Man vs. Beast,-440.0,Accion,Aventura,0-1000,Ingles,0-100,Antes del 2012 ,46
18384,Threads: The Reincarnation of Anne Boleyn,300.0,Fantasia,Romance,2000-3000,Ingles,300-500,Antes del 2000,47
42075,Symbiotic Planet: A New Look at Evolution,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,47
18384,Threads: The Reincarnation of Anne Boleyn,300.0,Fantasia,Romance,2000-3000,Ingles,300-500,Antes del 2000,48
20582,The Crucifixion of Russia: A History of the Russians and the Jews a New English Translation of Solzhenitsyns 200 Years Together,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,48
41783,Murder With Peacocks,220.0,Romance,Policial,2000-3000,Ingles,100-300,Antes del 2000,49
3217,"You Really Are Full of Shit, Arent You?",-440.0,Comedia,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,49
