ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion,corrida
33883,طوق الطهارة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,17
25069,Beyond Recall,600.0,Drama,Misterio,1000-2000,Ingles,300-500,Antes del 2000,18
33883,طوق الطهارة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,18
25069,Beyond Recall,600.0,Drama,Misterio,1000-2000,Ingles,300-500,Antes del 2000,19
33883,طوق الطهارة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,19
25069,Beyond Recall,600.0,Drama,Misterio,1000-2000,Ingles,300-500,Antes del 2000,20
14967,King Kong théorie,-440.0,Ninguno,Ninguno,mas de 3000,Frances,mas de 500,Antes del 2000,20
1017,A Scanner Darkly,520.0,Misterio,Suspenso,0-1000,Ingles,300-500,Antes del 2012 ,21
14967,King Kong théorie,-440.0,Ninguno,Ninguno,mas de 3000,Frances,mas de 500,Antes del 2000,21
47666,Treasure Island,460.0,Aventura,Ninguno,0-1000,Ingles,300-500,Antes del 2000,22
13038,رجل تحت الصفر,-500.0,Ciencia Ficcion,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,22
47666,Treasure Island,460.0,Aventura,Ninguno,0-1000,Ingles,300-500,Antes del 2000,23
13038,رجل تحت الصفر,-500.0,Ciencia Ficcion,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,23
36921,An Auctioneers Lot,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 ,24
42173,أبي اسمه إبراهيم,-440.0,Ninguno,Ninguno,mas de 3000,Otro,mas de 500,Antes del 2000,24
40221,Kiss Kill Vanish,520.0,Suspenso,Misterio,0-1000,Ingles,300-500,Antes del 2000,25
23062,Anxiety for Beginners: A Personal Investigation,-440.0,Biopic,Ninguno,mas de 3000,Otro,mas de 500,Antes del 2012 ,25
6760,Thirst No. 3: The Eternal Dawn,600.0,Fantasia,Romance,1000-2000,Ingles,300-500,Antes del 2012 ,26
24982,Luther and Katharina: A Novel of Love and Rebellion,-440.0,Romance,Ninguno,mas de 3000,Otro,mas de 500,Antes del 2000,26
6760,Thirst No. 3: The Eternal Dawn,600.0,Fantasia,Romance,1000-2000,Ingles,300-500,Antes del 2012 ,27
29971,Cartas A Sebastián Para Que No Me Olvide,-440.0,Ninguno,Ninguno,2000-3000,Otro,0-100,Antes del 2012 ,27
42780,Crystal Therapy: How to Heal and Empower Your Life with Crystal Energy,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 ,28
23866,Amerika Monogatari,-440.0,Ninguno,Ninguno,mas de 3000,Otro,mas de 500,Antes del 2000,28
6340,"Death Note, Vol. 7: Zero",520.0,Suspenso,Misterio,0-1000,Ingles,300-500,Antes del 2000,29
23571,La cognizione del dolore,-500.0,Ninguno,Ninguno,mas de 3000,Italiano,0-100,Antes del 2000,29
3981,Fighting Destiny,600.0,Fantasia,Romance,1000-2000,Ingles,300-500,Antes del 2012 ,30
31364,Live From New York: An Uncensored History Of Saturday Night Live,-440.0,Biopic,Comedia,2000-3000,Otro,0-100,Antes del 2000,30
3981,Fighting Destiny,600.0,Fantasia,Romance,1000-2000,Ingles,300-500,Antes del 2012 ,31
31668,The Grouchy Mom,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2000,31
2674,"Farewell, My Lovely",520.0,Misterio,Suspenso,1000-2000,Ingles,mas de 500,Antes del 2012 ,32
31668,The Grouchy Mom,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2000,32
2674,"Farewell, My Lovely",520.0,Misterio,Suspenso,1000-2000,Ingles,mas de 500,Antes del 2012 ,33
31668,The Grouchy Mom,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2000,33
16515,Betrayed: Alternate Ending,520.0,Terror/Horror,Suspenso,0-1000,Ingles,300-500,Antes del 2012 ,34
18811,Die Spur ins Schattenland,-500.0,Fantasia,Terror/Horror,mas de 3000,Aleman,0-100,Antes del 2012 ,34
16515,Betrayed: Alternate Ending,520.0,Terror/Horror,Suspenso,0-1000,Ingles,300-500,Antes del 2012 ,35
6306,تصوف: منقذو الآلهة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,35
41361,Chris Van Allsburgs Polar Express,600.0,Ninguno,Ninguno,1000-2000,Ingles,300-500,Antes del 2000,36
6306,تصوف: منقذو الآلهة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,36
48147,Last Seen Wearing,600.0,Misterio,Policial,1000-2000,Ingles,300-500,Antes del 2000,37
6306,تصوف: منقذو الآلهة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,37
11428,Such a Fun Age,600.0,Ninguno,Ninguno,1000-2000,Ingles,300-500,Antes del 2000,38
29427,تحرير المرأة في عصر الرسالة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2000,38
11428,Such a Fun Age,600.0,Ninguno,Ninguno,1000-2000,Ingles,300-500,Antes del 2000,39
29427,تحرير المرأة في عصر الرسالة,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2000,39
31289,Street of the Five Moons,520.0,Policial,Suspenso,0-1000,Ingles,300-500,Antes del 2000,40
37781,Warrior Demoness,-500.0,Ninguno,Ninguno,mas de 3000,Otro,0-100,Antes del 2000,40
32572,One More Night,660.0,Suspenso,Romance,1000-2000,Ingles,300-500,Antes del 2000,41
24635,In Europa,-500.0,Guerra,Ninguno,mas de 3000,Otro,0-100,Antes del 2012 ,41
