,ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion
30,11723,Playing James,460.0,Romance,Misterio,1000-2000,Ingles,mas de 500,Antes del 2000
31,19224,The Cossacks and Other Stories,460.0,Guerra,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
32,31960,Comfort to the Enemy and Other Carl Webster Stories,380.0,Misterio,Suspenso,0-1000,Ingles,mas de 500,Antes del 2012 
33,51804,This Connection of Everyone With Lungs,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2000
34,27139,Mudras of India: A Comprehensive Guide to the Hand Gestures of Yoga and Indian Dance,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2000
35,21712,Kaddish and Other Poems,260.0,Ninguno,Ninguno,mas de 3000,Ingles,100-300,Antes del 2000
36,14272,This Book Is Full of Spiders,260.0,Fantasia,Terror/Horror,mas de 3000,Ingles,mas de 500,Antes del 2012 
37,20261,The Hero Within: Yes You Are Amazing!,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
38,20118,Vanished: The Mysterious Disappearance of Mustafa Ouda,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
39,19153,The Dancing Soul of Fire,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
40,43000,Matchpoints,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
41,12055,Well-Schooled in Murder,320.0,Policial,Misterio,0-1000,Ingles,100-300,Antes del 2012 
42,35264,The Golden Key,320.0,Romance,Fantasia,2000-3000,Ingles,mas de 500,Antes del 2000
43,19153,The Dancing Soul of Fire,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
44,48174,The Boy Without a Name,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
45,37850,Poems and Prose,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2012 
46,35521,Fragments,260.0,Ninguno,Ninguno,mas de 3000,Ingles,100-300,Antes del 2012 
47,41562,Last Car to Elysian Fields,260.0,Misterio,Policial,mas de 3000,Ingles,mas de 500,Antes del 2000
48,21642,"The Leader in Me: How Schools and Parents Around the World Are Inspiring Greatness, One Child At a Time",460.0,Ninguno,Ninguno,2000-3000,Ingles,300-500,Antes del 2012 
49,30245,Cat of Many Tails,380.0,Misterio,Suspenso,0-1000,Ingles,mas de 500,Antes del 2000
50,44343,A Pedagogy for Liberation: Dialogues on Transforming Education,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
51,46860,Cains Identity,320.0,Romance,Suspenso,mas de 3000,Ingles,mas de 500,Antes del 2000
52,6689,Silhouette,320.0,Fantasia,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
53,12249,The Valley of Vision: A Collection of Puritan Prayers and Devotions,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
54,20192,Trouble in Trondheim: Bikers and Gangsters,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
55,9195,The Infernal Devices: Clockwork Prince,320.0,Romance,Fantasia,0-1000,Ingles,mas de 500,Antes del 2012 
56,44343,A Pedagogy for Liberation: Dialogues on Transforming Education,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
57,40593,Nova,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2012 
58,39293,Olivia the Orchid Fairy,460.0,Fantasia,Aventura,0-1000,Ingles,300-500,Antes del 2012 
59,17738,Open Season,380.0,Misterio,Western,0-1000,Ingles,100-300,Antes del 2000
60,37429,Gifts and Ministries of the Holy Spirit,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
61,47435,The Haunted House Project,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
62,19693,The Killing Season,260.0,Accion,Policial,mas de 3000,Ingles,mas de 500,Antes del 2000
63,35131,Her Masters Courtesan,260.0,Policial,Terror/Horror,mas de 3000,Ingles,mas de 500,Antes del 2012 
64,39680,Oz: Road to Oz,320.0,Fantasia,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
65,35253,Selected Stories of Philip K. Dick,260.0,Fantasia,Ciencia Ficcion,mas de 3000,Ingles,mas de 500,Antes del 2012 
66,15577,Smart Boys & Fast Girls,320.0,Romance,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
67,46081,Deserter from Death: Dispatches from Western Europe 1950-2000,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
68,17324,A Lost Lady,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
69,19752,In a Glass Grimmly,460.0,Comedia,Terror/Horror,1000-2000,Ingles,mas de 500,Antes del 2012 
70,41755,Cant Stop Wont Stop: A History of the Hip-Hop Generation,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
71,36503,"Mens Garments, 1830-1900: Guide to Pattern Cutting and Tailoring",320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
72,16805,Afternoon on the Amazon,320.0,Aventura,Fantasia,0-1000,Ingles,mas de 500,Antes del 2012 
73,20113,A Sisters Promise,320.0,Ninguno,Ninguno,2000-3000,Ingles,mas de 500,Antes del 2012 
74,12688,Lament for a Son,260.0,Biopic,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2012 
75,638,A Peoples History of the United States,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2000
76,52458,Mission to Asia,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
77,52458,Mission to Asia,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
78,8672,Born in Death,380.0,Romance,Suspenso,0-1000,Ingles,mas de 500,Antes del 2000
79,33899,The Collected Poems of Frank OHara,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
80,48581,Act of Surrender,320.0,Fantasia,Romance,0-1000,Ingles,mas de 500,Antes del 2012 
81,19126,The Revelation,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
82,19607,Why I Dont Want To Write This Book,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
83,29873,Capital D: Adult,260.0,Ninguno,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2000
84,3365,The Notebooks of Malte Laurids Brigge,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
85,33899,The Collected Poems of Frank OHara,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
86,27831,How an Economy Grows and Why It Crashes,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
87,5746,Reservation Blues,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
88,3365,The Notebooks of Malte Laurids Brigge,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
89,20716,The Dinosaur Chronicles,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
90,28900,The Clover Chapel,320.0,Suspenso,Romance,0-1000,Ingles,0-100,Antes del 2012 
91,43789,Love and War,260.0,Romance,Guerra,mas de 3000,Ingles,mas de 500,Antes del 2000
92,51709,The Bite Before Christmas,260.0,Fantasia,Romance,mas de 3000,Ingles,mas de 500,Antes del 2012 
93,21038,"The Holy Bible, Douay-Rheims Version",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
94,42384,No Mans Land: What to Do When Your Company Is Too Big to Be Small but TooSmall to Be Big,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
95,31211,The Dig,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
96,7570,Plantation,400.0,Drama,Romance,mas de 3000,Ingles,300-500,Antes del 2000
97,33130,"The Other Side of Eden: Hunters, Farmers, and the Shaping of the World",200.0,Ninguno,Ninguno,mas de 3000,Ingles,0-100,Antes del 2000
98,46378,The Wife,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
99,24798,For a Glory and a Covering: A Practical Theology of Marriage,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
100,39242,The Wolves of Midwinter,320.0,Terror/Horror,Fantasia,0-1000,Ingles,100-300,Antes del 2000
101,7109,The Fall of Lucifer,320.0,Fantasia,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
102,29979,The House of Love,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2000
103,48149,What Are Friends For?,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
104,37992,"Pharmako/Poeia: Plant Powers, Poisons, and Herbcraft",320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
105,8253,The Ice Princess,260.0,Misterio,Policial,mas de 3000,Ingles,100-300,Antes del 2012 
106,49835,Fifth Dispatch,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
107,47761,"Trial by Fire: The Hundred Years War, Volume 2",260.0,Guerra,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2012 
108,47444,Someone at a Distance,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
109,49382,Letters from Rifka,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
110,20621,The Extra-Terrestrial Delivery,460.0,Ninguno,Ninguno,1000-2000,Ingles,100-300,Antes del 2012 
111,35283,Sweet Madness,380.0,Terror/Horror,Suspenso,0-1000,Ingles,mas de 500,Antes del 2012 
112,18760,Climb the Mountain,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
113,31532,Adam Buenosayres: A Critical Edition,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
114,21926,The Golden Sky,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
115,32689,The Decline and Fall of the Roman Empire (Volume 1),320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
116,341,The Art of Racing in the Rain,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
117,649,A Wizard of Earthsea,260.0,Aventura,Ciencia Ficcion,mas de 3000,Ingles,mas de 500,Antes del 2012 
118,14050,Titan,200.0,Ciencia Ficcion,Fantasia,mas de 3000,Ingles,0-100,Antes del 2000
119,45161,How to Talk So Your Mate Will Listen and Listen So Your Mate Will Talk,200.0,Ninguno,Ninguno,mas de 3000,Ingles,0-100,Antes del 2012 
120,46346,Muffin (House of Assignation SEries),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
121,30268,The Witch Doesnt Burn in This One,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
122,18905,A Glimpse of Freedom: An American Tale of Love and War,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
123,29173,Voss,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
124,13837,I Am Not Esther,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
125,9348,The Mezzanine,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
126,38925,The Principal Upanishads,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
127,28060,The Making Of Ajay: Every Man,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
128,11538,Sisterland,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
129,49013,The Small House at Allington,260.0,Romance,Ninguno,mas de 3000,Ingles,mas de 500,Antes del 2012 
130,8729,"The Morganville Vampires, Volume 3",200.0,Terror/Horror,Romance,mas de 3000,Ingles,0-100,Antes del 2000
131,42829,Anxiety,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
132,14824,Matt: the Beginning,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
133,14824,Matt: the Beginning,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
134,585,The Bean Trees,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
135,35773,Fashion and Fiction: Dress in Art and Literature in Stuart England,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
136,3451,The Human Stain,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
137,3903,Astrophysics for People in a Hurry,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
138,24977,"The Infinity Puzzle: How the Quest to Understand Quantum Field Theory Led to Extraordinary Science, High Politics, and the Worlds Most Expensive Experiment",320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
139,39680,Oz: Road to Oz,320.0,Fantasia,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
140,29325,The Prodigal God: Recovering the Heart of the Christian Faith,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
141,16719,The Aquarian Conspiracy,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
142,35915,Invent-10n,460.0,Ninguno,Ninguno,1000-2000,Ingles,mas de 500,Antes del 2000
143,2967,We Should All Be Feminists,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
144,50055,The Underground City,260.0,Ciencia Ficcion,Fantasia,mas de 3000,Ingles,mas de 500,Antes del 2000
145,4091,Bad Moon Rising,200.0,Fantasia,Romance,mas de 3000,Ingles,0-100,Antes del 2000
146,33130,"The Other Side of Eden: Hunters, Farmers, and the Shaping of the World",200.0,Ninguno,Ninguno,mas de 3000,Ingles,0-100,Antes del 2000
147,47583,"Love Songs of Carbon (The Yellow Earl: Almost an Emporer, Not Quite a Gentleman)",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
148,35915,Invent-10n,460.0,Ninguno,Ninguno,1000-2000,Ingles,mas de 500,Antes del 2000
149,27623,"First Person, Last Straw",320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
150,40676,The Ever After of Ashwin Rao,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
151,12031,Golf Mind Play:Outsmarting your brain to play your best golf.,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
152,40686,We Animals,260.0,Ninguno,Ninguno,mas de 3000,Ingles,100-300,Antes del 2000
153,15982,"The Masks of God, Volume 3: Occidental Mythology",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
154,44307,The Undiscovered Self,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
155,5371,Creation,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
156,15686,The Second Coming,460.0,Ninguno,Ninguno,1000-2000,Ingles,100-300,Antes del 2000
157,30588,The Tree of Knowledge: The Biological Roots of Human Understanding,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
158,48900,Donald and His Friends,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
159,10637,Free Will,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
160,39474,Anarchism and Other Essays,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
161,39474,Anarchism and Other Essays,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
162,22000,Memories from Lawrence,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
163,22000,Memories from Lawrence,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
164,36416,Lit!: A Christian Guide to Reading Books,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
165,11596,I am Morte,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
166,5438,Stepping Heavenward,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
167,48210,Meet Kit: An American Girl 1934,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
168,49801,"The Authority, Vol. 2: Under New Management",320.0,Ciencia Ficcion,Fantasia,0-1000,Ingles,mas de 500,Antes del 2000
169,18655,Unleashed,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
170,34424,The Wander Society,260.0,Aventura,Ninguno,mas de 3000,Ingles,100-300,Antes del 2012 
171,19447,Because of Twilight,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
172,49998,Arnie Jenks and the House of Strangers,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
173,41434,50 Physics Ideas You Really Need to Know,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
174,47531,Kit Saves the Day: A Summer Story,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
175,18219,Little Tales of Ben & Buckett: Helping in Grandmas Garden,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
176,11596,I am Morte,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
177,15788,Mythos: The Greek Myths Retold,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
178,5496,The Code of the Woosters,260.0,Comedia,Ninguno,0-1000,Ingles,0-100,Antes del 2000
179,745,The Namesake,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
180,23854,A Survey of the New Testament,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
181,43570,Stevens Twin,460.0,Ninguno,Ninguno,1000-2000,Ingles,mas de 500,Antes del 2012 
182,47124,The New Valley: Novellas,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
183,18284,The Influencing Machine: Brooke Gladstone On The Media,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
184,29138,Kybalion: A Study of the Hermetic Philosophy of Ancient Egypt and Greece,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
185,4023,The Unlikely Pilgrimage of Harold Fry,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
186,43851,Halleys Bible Handbook: With the New International Version,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
187,6278,The Complete Poems,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
188,24662,"Adversity Builds Character; An Inspirational True Life Story of Disability, Addiction and Acceptance",320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
189,8860,Book of Longing,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
190,9498,Crash Lane News,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
191,24584,Anne Hawksmoor: Time in the Tower,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
192,16303,Night Study,320.0,Romance,Fantasia,2000-3000,Ingles,mas de 500,Antes del 2012 
193,9498,Crash Lane News,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
194,42792,Stormbringer,260.0,Fantasia,Epic,mas de 3000,Ingles,mas de 500,Antes del 2000
195,18635,The Disintegrating Bloodline Part 1,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
196,32132,Cystic Fibrosis: The Ultimate Teen Guide,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
197,11528,Soul to Take,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
198,44595,Everything is Illuminated & Extremely Loud and Incredibly Close,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
199,30340,Nine Notches: The Quadroon Ball Of Lies,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
200,45508,The Story Hour,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
201,30340,Nine Notches: The Quadroon Ball Of Lies,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
202,11322,Science and Health with Key to the Scriptures,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2012 
203,29140,Babygirl,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
204,47753,Long Way Home,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
205,51422,Diana: The Life of a Princess,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
206,6224,The Varieties of Scientific Experience: A Personal View of the Search for God,260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
207,18742,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
208,3111,Life: A Users Manual,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
209,17241,Batman: The Dark Knight Strikes Again,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
210,26775,11 Cheap Diabetic Recipes under 10$ (Bonus! 5 Cheap Diabetic Desserts),460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
211,20583,Sons of Waywould,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
212,21694,Steam Pigs,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
213,2196,Go Tell It on the Mountain,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
214,47083,Meet Kaya,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
215,22684,The Pillow Book of Lotus Lowenstein,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
216,40071,Being Billy,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
217,36015,Race Matters,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
218,36505,Basics of Buddhism: Key principles and how to practise,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
219,42122,Resistance Against Empire,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
220,51937,The Rape of Shavi,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
221,15173,The Anatomy Lesson,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
222,22731,The Fifth Miracle: The Search for the Origin and Meaning of Life,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
223,48525,Amish Friendship Bread (Amish Grace: An Amish of Lancaster County Saga),260.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
224,2019,The Passion,260.0,Romance,Fantasia,mas de 3000,Ingles,mas de 500,Antes del 2012 
225,30933,The House Of Thirty Cats,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
226,36832,Start With Why: by Simon Sinek | Summary & Analysis,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
227,52414,The Toothpaste Millionaire,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
228,46779,Esthers Gift: A Mitford Christmas Story,320.0,Ninguno,Ninguno,0-1000,Ingles,mas de 500,Antes del 2000
229,51656,Boredom,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
230,32098,S.O.L.A.D.™: Soldiers of Light Against Darkness™,320.0,Ninguno,Ninguno,0-1000,Ingles,100-300,Antes del 2012 
231,4160,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,320.0,Comedia,Fantasia,0-1000,Ingles,mas de 500,Antes del 2000
232,35578,Surrender Bay,260.0,Romance,Ninguno,0-1000,Ingles,0-100,Antes del 2012 
233,21994,The Passing of Mother Mary,460.0,Ninguno,Ninguno,0-1000,Ingles,300-500,Antes del 2012 
